method	gene	primary_AUROC	primary_AUPRC	primary_BA
rz	CXorf65	0.664990571967316	0.47146696950680345	0.6385920804525456
z	ANKRD55	0.664833438089252	0.5685762472931368	0.6582338152105593
pct	RAB37	0.664676304211188	0.5850656967676422	0.49308610936517916
pct	CD3D	0.664676304211188	0.5005447089278475	0.5718101822752986
rz	SH2D1A	0.6646763042111878	0.5366014144751489	0.6356065367693274
rz	FCRL1	0.6645191703331239	0.5412216707140042	0.6329352608422376
rz	TFAP2B	0.6645191703331238	0.486634250625362	0.5999371464487744
rz	ARF4	0.6643620364550598	0.5528568872861892	0.6345065996228787
rz	TIGIT	0.6643620364550598	0.5452191339190592	0.5366121935889377
z	IL2RB	0.6643620364550598	0.537560465057602	0.49984286612193585
z	GABRA2	0.6643620364550598	0.516429702574638	0.5474544311753614
rz	TRAT1	0.6643620364550596	0.526148893825282	0.5263984915147706
pct	MS4A1	0.6643620364550596	0.5214951066780384	0.6209930861093651
pct	CA12	0.6643620364550596	0.49402241257428425	0.6345065996228787
z	SAMD3	0.6640477686989315	0.5442726725904221	0.6021370207416719
z	PACSIN1	0.6638906348208674	0.5474936151150491	0.5928661219358893
pct	PIK3CD	0.6637335009428033	0.5959452735241287	0.6266499057196732
rz	LINC01089	0.6637335009428033	0.5346739930606006	0.6502199874292898
z	NMU	0.6637335009428033	0.5319514118783589	0.6382778126964174
pct	NLRP6	0.6637335009428033	0.5252624465803916	0.5317410433689503
pct	CCR9	0.6635763670647392	0.4947573038494497	0.5163419233186675
rz	C19orf84	0.6634192331866751	0.5421426047272141	0.605279698302954
z	NLRP6	0.6634192331866751	0.5397374311383747	0.5520113136392206
rz	SLAMF6	0.6634192331866751	0.5199173470627879	0.6134506599622879
rz	CD38	0.6634192331866751	0.5195597123144416	0.5106851037083595
z	CCL4	0.6634192331866751	0.47035851462103473	0.6491200502828409
z	PSMB9	0.663419233186675	0.48161273053454673	0.6356065367693274
rz	SLC27A2	0.6632620993086109	0.5021799750169298	0.5020427404148334
z	TOX	0.663104965430547	0.5556946703519521	0.5441546197360151
pct	NCR3	0.6631049654305469	0.5636572221560506	0.620678818353237
z	CD2	0.6631049654305469	0.5398592520318306	0.5601822752985544
rz	SIGLEC10	0.6631049654305469	0.5251579362894311	0.5369264613450659
rz	USP10	0.6631049654305469	0.5175284799455482	0.6637335009428033
pct	GBP4	0.6631049654305468	0.5558205913357211	0.575267127592709
z	ARRDC5	0.6631049654305468	0.5513247565581154	0.5677247014456317
z	NDRG1	0.6631049654305468	0.5434747741079556	0.5674104336895035
rz	MMP2	0.6631049654305468	0.5269252337483329	0.5298554368321811
pct	NEURL2	0.6631049654305468	0.5199979063771621	0.5890949088623507
pct	IL12B	0.6631049654305468	0.5096290902965412	0.6356065367693274
pct	CCR4	0.6629478315524827	0.5559195510633377	0.5872093023255813
z	JMJD1C-AS1	0.6629478315524827	0.48466226011221936	0.5501257071024512
pct	TRAF3IP3	0.6627906976744187	0.5375602600567428	0.5399120050282841
rz	ITGAD	0.6627906976744186	0.5050334544820446	0.5685103708359522
pct	TBP	0.6627906976744186	0.4952891368208781	0.63073538654934
pct	OR6K3	0.6626335637963544	0.5457047538928861	0.634978001257071
z	TXK	0.6624764299182904	0.5370738676709638	0.6528912633563797
z	NUB1	0.6624764299182904	0.5344392661517305	0.620678818353237
pct	VWC2	0.6624764299182904	0.5215013899770689	0.5036140791954745
rz	NEURL2	0.6624764299182904	0.516707768128418	0.5939660590823381
pct	IFNG	0.6624764299182904	0.48037181900300424	0.6115650534255186
z	CD69	0.6624764299182903	0.5335253440766292	0.518541797611565
pct	CD3G	0.6621621621621623	0.5541576563041003	0.5542111879321181
z	ITGAD	0.6621621621621622	0.5150405873795746	0.556882463859208
pct	UNC5B-AS1	0.6621621621621622	0.5139352605797467	0.6018227529855437
z	ELFN1	0.6621621621621622	0.5071503108144514	0.6055939660590823
pct	MIR5186	0.6621621621621622	0.4832010010839201	0.5798240100565683
rz	LKAAEAR1	0.6620050282840981	0.5255846978683091	0.5125707102451289
rz	CD3E	0.6618478944060341	0.5349985202422424	0.6026084223758643
rz	HLA-C	0.661847894406034	0.5542970490215104	0.5666247642991828
z	CCR7	0.661847894406034	0.554078501744413	0.6291640477686989
z	GVINP1	0.661847894406034	0.548153180955032	0.5534255185417976
z	CD79A	0.661847894406034	0.5456794526623115	0.6299497171590195
rz	EPB41	0.661847894406034	0.5308584871850763	0.5714959145191703
pct	CD2	0.661847894406034	0.5214468613734368	0.5650534255185418
rz	GVINP1	0.661847894406034	0.5110854952114288	0.5677247014456317
z	CD274	0.661847894406034	0.5101203832241326	0.5861093651791326
z	SCARF2	0.6618478944060338	0.5150072006851398	0.6517913262099309
pct	CXCR2P1	0.6616907605279697	0.4940084409409608	0.5831238214959145
pct	NDRG1	0.6615336266499057	0.5572944706195138	0.5576681332495286
rz	GBP4	0.6615336266499057	0.547467640979235	0.6409490886235072
z	TRAF3IP3	0.6615336266499057	0.5428370938438718	0.5582966687617851
rz	GP5	0.6613764927718416	0.5520623725480795	0.5985229415461973
pct	MTMR1	0.6612193588937776	0.5347949237599223	0.5047140163419233
rz	IL32	0.6612193588937776	0.5309504073005322	0.5958516656191075
z	REPS1	0.6612193588937776	0.4570182645543836	0.6096794468887492
pct	LINC01089	0.6612193588937775	0.5462969912865729	0.5947517284726587
pct	MMP28	0.6612193588937775	0.5195896534601749	0.6439346323067253
rz	LINC01138	0.6612193588937774	0.5381755776641254	0.45820238843494654
pct	CD274	0.6612193588937774	0.5051054865267404	0.6191074795725959
rz	IRX4	0.6610622250157134	0.4936551156077891	0.5777812696417347
pct	GPSM1	0.6609050911376494	0.540570863696632	0.6060653676932747
pct	CIITA	0.6609050911376493	0.5949090585193829	0.5230986800754243
pct	TMC8	0.6609050911376493	0.5448948565921257	0.6318353236957888
rz	CD19	0.6609050911376493	0.5252318926046031	0.5557825267127593
rz	EXTL2	0.6609050911376493	0.5156951102899059	0.6018227529855437
z	LAG3	0.6609050911376493	0.5065945213869378	0.6374921433060967
rz	JMJD1C-AS1	0.6607479572595851	0.532620673953035	0.5531112507856695
z	HPR	0.6607479572595851	0.5206997584653129	0.6090509113764928
pct	FAM225B	0.6607479572595851	0.5101825893100446	0.6172218730358265
rz	FANCA	0.6605908233815211	0.5591801596996308	0.6439346323067253
z	GBP4	0.6605908233815211	0.5496148821402781	0.5576681332495286
z	CD7	0.6605908233815211	0.5441853542235093	0.524198617221873
z	ZNF80	0.6605908233815211	0.5377478191985312	0.6510056568196103
pct	CCR7	0.6605908233815211	0.5339059420763792	0.4765870521684475
pct	SH2D1A	0.660590823381521	0.5187775422778552	0.6228786926461345
rz	ENAM	0.6604336895034569	0.5392497083622514	0.5216844751728473
z	CDKN1B	0.6602765556253928	0.5615075321075919	0.6180075424261471
z	MMP28	0.6602765556253928	0.528441048996977	0.6326209930861093
z	WTAP	0.6602765556253928	0.5186816001211906	0.6450345694531741
z	LILRA4	0.6601194217473286	0.5683174801929604	0.575267127592709
pct	TBC1D28	0.6601194217473286	0.4938624218975005	0.43636077938403517
rz	NFKB2	0.6599622878692647	0.5667486369897702	0.5549968573224386
pct	FABP6	0.6599622878692647	0.5023095535550413	0.595065996228787
rz	CIITA	0.6599622878692646	0.5900956078695541	0.47470144563167815
z	XCL1	0.6599622878692646	0.5303416821001691	0.5647391577624136
rz	NLRP6	0.6598051539912004	0.509086864673161	0.5212130735386549
rz	SCAF8	0.6596480201131365	0.494414006638125	0.5658390949088623
rz	PTPN7	0.6596480201131363	0.5548136941392883	0.5861093651791326
z	ZBED2	0.6596480201131363	0.5393265393887507	0.5590823381521055
z	IST1	0.6596480201131363	0.52414247470912	0.6296354494028913
rz	SBK3	0.6594908862350723	0.526085959518837	0.5999371464487744
rz	RAB37	0.6593337523570082	0.5794982680155102	0.5017284726587052
pct	ADORA2B	0.6593337523570082	0.5747459161797754	0.5722815839094909
rz	APOL6	0.6593337523570082	0.5742640995676518	0.6593337523570082
rz	CDKN1C	0.6593337523570082	0.5640497606282034	0.622093023255814
rz	IL6R	0.6593337523570082	0.5504265090644612	0.6439346323067253
rz	ZNF491	0.6593337523570082	0.5392983733787804	0.5845380263984915
z	PIM2	0.6593337523570082	0.5391537576640789	0.6345065996228787
rz	SLAMF1	0.6593337523570081	0.49123625362731094	0.6569767441860466
z	EGFR-AS1	0.659176618478944	0.5154489010680035	0.669076052796983
pct	NCR3LG1	0.65901948460088	0.5302950965019517	0.6187932118164676
rz	SHROOM1	0.65901948460088	0.5285547584120031	0.5850094280326839
rz	TBP	0.65901948460088	0.49336418992223263	0.6356065367693274
rz	HBS1L	0.6590194846008799	0.5532275751867292	0.5901948460087995
rz	CCL4	0.6590194846008799	0.4621428123878978	0.6491200502828409
rz	HTN1	0.6588623507228158	0.5206062243807237	0.5395977372721559
z	ISG20	0.6587052168447518	0.5318093391242874	0.6277498428661219
rz	IPCEF1	0.6587052168447518	0.5222688681687068	0.5988372093023255
rz	LCP2	0.6587052168447518	0.5110472303329102	0.623664362036455
z	NEURL2	0.6587052168447516	0.5344443992483	0.5490257699560025
rz	SIT1	0.6583909490886236	0.5615387519302756	0.5658390949088623
z	LINC01122	0.6583909490886235	0.4902612024953272	0.44956002514142046
rz	RTP4	0.6583909490886235	0.4758445645830908	0.652105593966059
z	DMRTC2	0.6583909490886235	0.474911671069092	0.4296040226272784
z	MXRA8	0.6583909490886235	0.47281631176912853	0.661847894406034
rz	QRSL1	0.6583909490886234	0.5357425699987697	0.6615336266499057
rz	DPPA2P3	0.6582338152105595	0.526327358057681	0.497171590194846
z	BEND4	0.6580766813324953	0.5551864106379693	0.506913890634821
pct	ISG20	0.6580766813324953	0.5164222532931707	0.6499057196731616
z	PAX5	0.6580766813324952	0.5639412884193838	0.4896291640477687
z	NCR3LG1	0.6580766813324952	0.5423995768518179	0.6409490886235072
pct	JMJD1C-AS1	0.6579195474544312	0.5161001031797421	0.5707102451288497
pct	TOX	0.6577624135763671	0.5673008123387653	0.5047140163419233
z	CIITA	0.6574481458202389	0.6043290191857946	0.5006285355122564
z	RASGRP1	0.6574481458202389	0.5549998429704104	0.5369264613450659
pct	SIT1	0.6574481458202388	0.5386342719722201	0.5328409805153991
z	ZMIZ1-AS1	0.6574481458202388	0.49891536809100684	0.49905719673161536
rz	CNKSR1	0.6574481458202388	0.49448411651663043	0.6840037712130735
pct	CACNG2	0.6574481458202388	0.47494907379063567	0.532683846637335
z	SPANXN4	0.6572910119421748	0.46575109801853987	0.4453174104336895
rz	SH2D2A	0.6571338780641106	0.5634157426007355	0.5320553111250785
z	ZNF831	0.6571338780641106	0.5342821592283733	0.5688246385920805
pct	ARAP2	0.6571338780641106	0.5138245633116513	0.5953802639849151
z	CACNG2	0.6571338780641106	0.4748645511023312	0.4450031426775613
pct	CD79A	0.6568196103079825	0.5215438925005832	0.6183218101822753
z	MTMR1	0.6568196103079824	0.5711277589248102	0.4968573224387178
z	IL17RE	0.6568196103079824	0.5329413134361212	0.6593337523570082
rz	TUBB6	0.6568196103079824	0.5178125903322395	0.6450345694531741
rz	PYY2	0.6568196103079824	0.4851321515546787	0.535512256442489
z	IFNA22P	0.6568196103079824	0.4790656684742882	0.4509742300439975
pct	MIR1226	0.6568196103079824	0.4687223527852803	0.5749528598365807
pct	MIR4262	0.6568196103079824	0.4687223527852803	0.5749528598365807
pct	CCL4	0.6568196103079824	0.46479993677977216	0.6926461345065996
z	SLC44A4	0.6568196103079823	0.5798161064787986	0.6563482086737901
z	FCRL1	0.6566624764299183	0.5512322497272919	0.5703959773727215
pct	IL6R	0.6565053425518542	0.5333634355894563	0.6458202388434946
pct	TUBB6	0.6565053425518542	0.5244628741207296	0.6274355751099937
rz	CD3G	0.6565053425518541	0.5437746040674812	0.4852294154619736
rz	TBX21	0.6565053425518541	0.5401468461545214	0.5323695788812068
pct	NUP210	0.6565053425518541	0.538885998317239	0.5680389692017599
z	CXCL10	0.6565053425518541	0.5219283706989775	0.6172218730358265
rz	PPP2R2C	0.6563482086737901	0.5052958563012385	0.5909805153991201
rz	P2RY12	0.656191074795726	0.5749624411158742	0.562539283469516
z	TIGIT	0.656191074795726	0.5397889199689723	0.5366121935889377
pct	IFNA22P	0.656191074795726	0.4788355703539945	0.4509742300439975
pct	CXorf65	0.656191074795726	0.4501214298930809	0.6172218730358265
rz	PARP14	0.6561910747957259	0.5796111513949749	0.5733815210559396
rz	ISG20	0.6561910747957259	0.5497127310812213	0.6345065996228787
pct	RCOR2	0.6561910747957259	0.5433552403110522	0.524198617221873
rz	KCNH4	0.6561910747957259	0.5098854585073398	0.5826524198617222
pct	MXRA8	0.6561910747957259	0.48256387040096504	0.595065996228787
pct	CEACAM3	0.6561910747957259	0.4705263992497937	0.6964173475801383
pct	FCRL1	0.6560339409176618	0.506697813468767	0.5631678189817725
pct	NUP43	0.6558768070395979	0.5005163203517266	0.6142363293526084
z	FAT1	0.6558768070395977	0.5431883712056405	0.5534255185417976
pct	MED23	0.6558768070395977	0.5362355544966164	0.5790383406662476
rz	GPR173	0.6558768070395977	0.5352534257915001	0.6139220615964802
rz	FABP6	0.6558768070395977	0.4836875359743289	0.6239786297925832
z	VSIG10	0.6558768070395977	0.4662952478494998	0.6607479572595851
pct	C19orf84	0.6555625392834695	0.519534583644343	0.569610307982401
z	SRSF9	0.6555625392834695	0.5105925806280901	0.5523255813953488
pct	ELAVL4	0.6555625392834695	0.5024108104735394	0.5845380263984915
pct	ZNF34	0.6555625392834695	0.49928837017690086	0.5658390949088623
z	ADORA2B	0.6552482715273413	0.5406100383126324	0.5887806411062224
pct	TXK	0.6552482715273413	0.5220287979393886	0.6209930861093651
pct	SFTA1P	0.6552482715273413	0.5017600697766074	0.6704902576995599
z	ZFP37	0.6552482715273413	0.49244495023818846	0.6382778126964174
rz	NRN1	0.6552482715273412	0.5642946481049835	0.5658390949088623
z	CCSAP	0.6552482715273412	0.5505825087124575	0.6334066624764298
z	CD19	0.6552482715273412	0.5446787393576623	0.548240100565682
pct	FANCA	0.6549340037712132	0.5583486560683836	0.6169076052796982
z	STAT4	0.6549340037712131	0.5324387501539546	0.6326209930861093
z	IL32	0.6549340037712131	0.5129533983612174	0.5493400377121307
pct	HLA-DPA1	0.654934003771213	0.5393980392578704	0.5152419861722187
z	ABCC6P2	0.654934003771213	0.5321032679216774	0.4484600879949717
rz	CD96	0.654934003771213	0.5249728015550378	0.49497171590194844
rz	SLC1A4	0.654934003771213	0.5041005222277049	0.5785669390320554
rz	NEK3	0.654934003771213	0.4999879475668054	0.623664362036455
pct	SCGB2A1	0.654776869893149	0.47750660640738	0.47124450031426773
rz	SPATA4	0.6547768698931489	0.5097864711408987	0.5812382149591452
z	NAA38	0.6546197360150849	0.5804494707331485	0.6071653048397234
rz	ISCA2	0.6546197360150849	0.476775577545002	0.5906662476429918
z	CRK	0.6546197360150848	0.51241574355687	0.5722815839094909
rz	IL12B	0.6546197360150848	0.4857917424267386	0.6250785669390321
rz	TCL1A	0.6544626021370208	0.5463947989667636	0.535512256442489
pct	CYB5D2	0.6543054682589567	0.5075744501325591	0.5763670647391578
z	CNKSR1	0.6543054682589567	0.48596482177503003	0.6472344437460716
rz	CLEC6A	0.6543054682589567	0.47606539642143486	0.6066939032055312
rz	SLA2	0.6543054682589566	0.5666164136471094	0.5320553111250785
pct	ALDH5A1	0.6543054682589566	0.5486316519868334	0.5977372721558768
rz	FOXI2	0.6543054682589566	0.5174386652110112	0.5755813953488372
z	ZNF34	0.6543054682589566	0.49524684043412104	0.5598680075424262
rz	NAT8	0.6543054682589566	0.48108804712935693	0.6517913262099309
z	SCGB2A1	0.6541483343808925	0.4774102090440822	0.5895663104965431
rz	GBP5	0.6539912005028286	0.4966011066531621	0.5047140163419233
pct	PTPN7	0.6539912005028284	0.5550814002863649	0.5328409805153991
rz	NUP43	0.6539912005028284	0.49072278658501395	0.6296354494028913
z	ALDH1L2	0.6539912005028284	0.47797038793761026	0.5793526084223759
rz	DENND2D	0.6539912005028283	0.5790015888209072	0.6060653676932747
z	LTB	0.6539912005028283	0.5490697291345369	0.48711502199874296
z	SCN2B	0.6538340666247643	0.5473915163023493	0.5617536140791954
z	UPB1	0.6538340666247643	0.5162332615519601	0.6187932118164676
pct	LUZP2	0.6538340666247643	0.5060538524316751	0.5820238843494657
rz	CNPY4	0.6538340666247643	0.4975603078566314	0.6175361407919547
rz	RAB19	0.6538340666247643	0.4722066816765249	0.6318353236957888
z	CHRNA1	0.6536769327467002	0.5058424660222424	0.6296354494028913
z	NUP43	0.6536769327467002	0.49901502396732783	0.5804525455688246
z	SH2D1A	0.6536769327467001	0.5203122286732456	0.6007228158390949
rz	REPS1	0.6536769327467001	0.45804885558336517	0.5642677561282212
rz	MDS2	0.6536769327467	0.46641756703560944	0.6198931489629164
rz	PZP	0.6535197988686361	0.4714581849585556	0.6085795097423005
z	GPX8	0.6533626649905719	0.5590626415544931	0.5395977372721559
z	CYB5D2	0.6533626649905719	0.5136979502412179	0.5542111879321181
pct	ALDH1L2	0.6533626649905719	0.48097065802762545	0.5890949088623507
rz	IL37	0.6532055311125079	0.48931430522517244	0.5193274670018856
pct	NAT8	0.6530483972344439	0.5094643846738685	0.6169076052796982
rz	CD5	0.6530483972344437	0.5803460670983631	0.5850094280326839
pct	FAT1	0.6530483972344437	0.5451585230948102	0.5590823381521055
pct	QRSL1	0.6530483972344437	0.5402993547841779	0.6187932118164676
rz	TMEM263	0.6530483972344437	0.5332683032695282	0.5436832181018227
pct	CXCL10	0.6530483972344437	0.4789538634602748	0.6123507228158391
pct	EBLN1	0.6530483972344437	0.4759190966305421	0.5719673161533627
pct	LINC01101	0.6530483972344437	0.469392622880995	0.652105593966059
pct	DMRTC2	0.6530483972344437	0.46798968000950614	0.44720301697045883
rz	VSNL1	0.6528912633563797	0.5516382042866959	0.6131363922061597
z	SNORA53	0.6528912633563797	0.4800181825827892	0.6269641734758014
rz	TXK	0.6527341294783156	0.5240596952851264	0.6191074795725959
pct	CD69	0.6527341294783156	0.5127550703868013	0.5009428032683847
pct	PYHIN1	0.6527341294783156	0.4847737578806216	0.616436203645506
pct	OOSP2	0.6527341294783156	0.47022239843821856	0.5828095537397863
z	UNC5B-AS1	0.6527341294783154	0.4848478841222038	0.51147077309868
rz	DCAF4L2	0.6525769956002514	0.5346076580831834	0.5603394091766185
z	MIR5186	0.6525769956002514	0.47293636595962174	0.652105593966059
pct	P2RY12	0.6524198617221874	0.5785962015367461	0.6653048397234445
z	ZNF491	0.6524198617221874	0.5433706751828317	0.6037083595223129
pct	PTPRC	0.6524198617221874	0.5039916618579225	0.5733815210559396
z	NUP210	0.6524198617221872	0.5330304275870197	0.5582966687617851
rz	SNAPC2	0.6524198617221872	0.5289336907365358	0.6242928975487115
z	PRSS23	0.6524198617221872	0.5238128117344508	0.5958516656191075
z	MOGAT2	0.6524198617221872	0.477314548065746	0.6396920175989943
z	SH2D2A	0.652105593966059	0.5524885334073857	0.49795725958516657
pct	FCRL6	0.652105593966059	0.5395982277176483	0.5658390949088623
pct	DIAPH1	0.652105593966059	0.5069300317517925	0.5636392206159648
z	MED23	0.652105593966059	0.5045341597842525	0.6469201759899434
pct	BTN3A3	0.652105593966059	0.4919848454653659	0.5323695788812068
pct	BHLHE40-AS1	0.651948460087995	0.5181774312568086	0.5054996857322439
pct	ZNF831	0.651791326209931	0.5092062501767	0.5350408548082967
z	HSF2BP	0.651791326209931	0.4797671583748678	0.6374921433060967
z	DOCK8	0.6517913262099309	0.5539288654740786	0.5336266499057197
rz	PTPRC	0.6517913262099309	0.5148652849514207	0.5477686989314896
rz	ZNF34	0.6517913262099309	0.4993113627168645	0.5571967316153363
pct	CNKSR1	0.6517913262099309	0.481373282239524	0.6123507228158391
rz	ABCD2	0.6517913262099309	0.4764609614034102	0.5612822124450032
z	OOSP2	0.6517913262099309	0.47006509374842953	0.5828095537397863
z	SHPRH	0.6517913262099309	0.46728126541829484	0.5969516027655563
z	LYN	0.6517913262099307	0.5068728285604907	0.6629478315524827
z	FCAMR	0.6516341923318667	0.5757040992111782	0.5336266499057197
pct	MYO1A	0.6516341923318667	0.4966429240598738	0.587994971715902
z	CR1L	0.6516341923318667	0.4774279533505861	0.6288497800125707
rz	MATN3	0.6514770584538027	0.551295015222153	0.5455688246385921
rz	SASH3	0.6514770584538027	0.5444377344623443	0.5444688874921433
z	CDC42SE2	0.6514770584538027	0.5129617798541575	0.5688246385920805
rz	NBPF4	0.6514770584538027	0.504097721364067	0.607950974230044
pct	ST7-AS1	0.6514770584538027	0.49759818112474397	0.5197988686360779
z	CNPY4	0.6514770584538027	0.49729724191340885	0.5504399748585795
pct	LYN	0.6514770584538027	0.48942214877343027	0.6299497171590195
pct	IL26	0.6514770584538027	0.47831642849432193	0.6123507228158391
z	CRYBA1	0.6514770584538027	0.4681309504627073	0.6569767441860466
rz	EXOC8	0.6514770584538027	0.45678470192772636	0.6558768070395977
pct	IPCEF1	0.6514770584538025	0.5063353812280438	0.5736957888120678
z	SLFN12L	0.6513199245757385	0.5492320565544171	0.5740100565681961
rz	CEP128	0.6513199245757385	0.49183315348413975	0.6371778755499686
rz	HLA-DOA	0.6511627906976745	0.5462391834601842	0.522784412319296
z	CD96	0.6511627906976745	0.5436776911145997	0.4638592080452546
pct	PSMB6	0.6511627906976745	0.5334282027841216	0.5688246385920805
rz	IL2RG	0.6511627906976745	0.5298851263330453	0.44736015084852293
pct	SRSF9	0.6511627906976745	0.5082761704370885	0.5658390949088623
rz	GLT8D1	0.6511627906976744	0.5436295424308405	0.629321181646763
z	SPANXN3	0.6510056568196103	0.4790769883273611	0.5835952231301069
z	RELB	0.6508485229415463	0.5881722961956403	0.5741671904462602
z	OTX2	0.6508485229415463	0.4700378462159945	0.578252671275927
rz	TIFA	0.6508485229415462	0.5844238666142207	0.6139220615964802
pct	CD96	0.6508485229415462	0.5215764146801474	0.502828409805154
pct	APOL6	0.6508485229415462	0.5215230224927955	0.620678818353237
rz	KCNA5	0.6508485229415462	0.5048042486747191	0.5493400377121307
z	IL18RAP	0.6508485229415462	0.5039324277179815	0.5504399748585795
pct	OR1L8	0.6508485229415462	0.46462602269715375	0.6382778126964174
z	FANCA	0.650534255185418	0.5508108947815615	0.5868950345694532
z	IL2RG	0.650534255185418	0.5458132060878031	0.495757385292269
z	SIDT1	0.650534255185418	0.5176765130256687	0.5582966687617851
z	FLT3	0.650534255185418	0.5027962490918263	0.5931803896920176
rz	LINC00158	0.650534255185418	0.49346200624929126	0.6115650534255186
pct	MTM1	0.650534255185418	0.49162064280037515	0.5323695788812068
rz	VSIG10	0.650534255185418	0.45815495937522804	0.6318353236957888
z	PSME1	0.6505342551854179	0.49592533098799557	0.6304211187932118
rz	IL7	0.6502199874292898	0.5632270840431923	0.623664362036455
rz	WDFY4	0.6502199874292898	0.5569720207918505	0.5658390949088623
rz	STAT5B	0.6502199874292898	0.5526570830527926	0.5493400377121307
rz	ARHGAP23	0.6502199874292898	0.5477502403315043	0.5958516656191075
z	PTPRC	0.6502199874292898	0.5113158347855579	0.6337209302325582
z	LCP2	0.6502199874292898	0.5102391661971405	0.562539283469516
pct	PRSS23	0.6502199874292898	0.5089857327869611	0.5947517284726587
z	PSMB6	0.6502199874292898	0.5071560621226571	0.6123507228158391
rz	ASPHD2	0.6502199874292898	0.5034434211850934	0.49984286612193585
pct	ZNF491	0.6502199874292898	0.5010506439666897	0.5631678189817725
z	ZNF672	0.6502199874292898	0.5006323803110875	0.6337209302325582
z	NAT8	0.6502199874292897	0.5271509736449372	0.6499057196731616
z	CEP128	0.6502199874292897	0.4926244640522688	0.6285355122564424
rz	ERP27	0.6502199874292897	0.4781038766103517	0.6371778755499686
pct	LINC01015	0.6500628535512256	0.4629368338834438	0.5730672532998115
z	PPM1F	0.6499057196731616	0.47199076349294133	0.5820238843494657
rz	MXRA8	0.6499057196731616	0.46371380476095564	0.6667190446260214
rz	CD7	0.6499057196731615	0.5683371227013878	0.5598680075424262
rz	PTPN6	0.6499057196731615	0.5360835102515301	0.5301697045883093
rz	FAT1	0.6499057196731615	0.5296048407754194	0.5166561910747958
rz	PIP5KL1	0.6499057196731615	0.5254285624251871	0.5523255813953488
z	DBH	0.6497485857950974	0.5770080999861329	0.6274355751099937
z	SFTA2	0.6497485857950974	0.4691008606414574	0.4558453802639849
rz	MOBP	0.6495914519170334	0.5373312616152681	0.5257699560025142
rz	WIF1	0.6495914519170334	0.45061716004664026	0.6502199874292898
pct	LTB	0.6495914519170333	0.5445890337008528	0.46495914519170334
rz	CD69	0.6495914519170333	0.5238999288403242	0.605279698302954
rz	CD3D	0.6495914519170333	0.5013276482070361	0.5707102451288497
pct	NKG7	0.6495914519170333	0.48294587746021495	0.6458202388434946
z	BHLHE40-AS1	0.6494343180389692	0.5125650106240187	0.5054996857322439
pct	KRT86	0.6494343180389692	0.4710336717893362	0.5864236329352609
z	HLA-DOB	0.6494343180389691	0.5333474105155511	0.5388120678818353
z	ALDH5A1	0.6492771841609051	0.5521683926162818	0.5958516656191075
pct	DOCK8	0.6492771841609051	0.5459043148057601	0.5298554368321811
rz	CD83	0.6492771841609051	0.5429913554117708	0.5527969830295412
rz	FGD3	0.6492771841609051	0.5358782297068632	0.5017284726587052
rz	TOX	0.6492771841609051	0.5323175004109002	0.5857950974230044
pct	KCNH4	0.6492771841609051	0.527058534847435	0.595065996228787
rz	NCR3	0.6492771841609051	0.5177793155857182	0.587994971715902
pct	LCP2	0.6492771841609051	0.5044529677262173	0.5985229415461973
pct	PARP14	0.6492771841609051	0.49988564973973837	0.562539283469516
pct	CDC42SE2	0.6492771841609051	0.4944727170553004	0.6074795725958517
pct	PSME1	0.6492771841609051	0.4875861797234714	0.650691389063482
rz	ALDH1L2	0.6492771841609051	0.4639899627204206	0.6250785669390321
rz	IL21	0.649120050282841	0.4526414982273455	0.44688874921433064
z	P2RY12	0.6489629164047769	0.5882997802677016	0.5914519170333123
pct	TRIM16	0.6489629164047769	0.5529416554209754	0.607950974230044
rz	SFTA1P	0.6489629164047769	0.5229103184806974	0.5490257699560025
pct	ZMIZ1-AS1	0.6489629164047769	0.5086647579893089	0.5271841609050911
pct	ZFP37	0.6489629164047769	0.5081910779545195	0.6180075424261471
pct	SH2D2A	0.6489629164047769	0.506562111810634	0.524198617221873
rz	SWI5	0.6489629164047769	0.502118422357777	0.6090509113764928
rz	UGT2B17	0.6489629164047769	0.48766387477356576	0.6063796354494029
pct	LRRC26	0.6489629164047769	0.45465568104395304	0.5711816467630422
z	RAB37	0.6489629164047768	0.5707437115060161	0.4919861722187303
rz	CNR2	0.6489629164047768	0.5338145437664323	0.5201131363922061
rz	ARHGAP9	0.6489629164047768	0.5316715064003283	0.5556253928346951
pct	CLECL1	0.6489629164047768	0.5183476367553085	0.5931803896920176
z	GRIP1	0.6489629164047768	0.5053589789126268	0.6250785669390321
rz	CRABP2	0.6486486486486487	0.6062985868263752	0.5557825267127593
z	ARHGAP23	0.6486486486486487	0.5530492047115027	0.6191074795725959
z	STARD13-AS	0.6486486486486487	0.5492107166757041	0.5873664362036455
pct	IL2RG	0.6486486486486487	0.5456963078373256	0.4736015084852294
z	STK25	0.6486486486486487	0.5340321101397274	0.5546825895663106
rz	PPL	0.6486486486486487	0.4926542216019592	0.5744814582023885
pct	FKBP1B	0.6486486486486486	0.5028235680825577	0.5504399748585795
z	TAP2	0.6486486486486486	0.4565158412633702	0.634820867379007
z	CCDC116	0.6484915147705845	0.5623954981021977	0.5520113136392206
rz	SCGB3A1	0.6484915147705845	0.5203549772600821	0.49795725958516657
rz	CXCR3	0.6484915147705844	0.5099331723652271	0.5928661219358893
z	CD5	0.6483343808925205	0.5713270221918325	0.5733815210559396
