perturbation_id	perturbation_name	target_gene	mechanism	reversal_score	depmap_score	dgidb_evidence	target_state	priority_score	status	interpretation
LJP005;LJP006	geldanamycin	HLA-B;IFNG;PSMB9;S100A8;S100A9;TGFB1;ZEB1	LINCS Enrichr signature reversal (downregulate_resistance_up_genes;upregulate_resistance_down_genes; LINCS_L1000_Chem_Pert_down;LINCS_L1000_Chem_Pert_up)	1130.8671297344092	-0.033417942750203725		EcoNiche module-derived resistance signature	1130.8671297344092	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP006	BMS-345541	AXL;CD3D;HLA-B;PSMB9;S100A8	LINCS Enrichr signature reversal (upregulate_resistance_down_genes; LINCS_L1000_Chem_Pert_up)	1092.3087904493457	0.030806560202594323		EcoNiche module-derived resistance signature	1092.6168560513715	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP009	regorafenib	GZMB;HLA-B;PSMB9;S100A9	LINCS Enrichr signature reversal (downregulate_resistance_up_genes;upregulate_resistance_down_genes; LINCS_L1000_Chem_Pert_down;LINCS_L1000_Chem_Pert_up)	1060.2324757072302	-0.01467802024204925		EcoNiche module-derived resistance signature	1060.2324757072302	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
CPC013	BRD-K18163752	CD163;TGFB1	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	1056.5728485287273	-0.04980925305244045		EcoNiche module-derived resistance signature	1056.5728485287273	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP006	XMD11-85H	CD163;S100A9	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	1056.5728485287273	-0.07820178474011885		EcoNiche module-derived resistance signature	1056.5728485287273	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP008	MK-1775	GZMB;S100A9	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	1056.5728485287273	-0.010957523274344152		EcoNiche module-derived resistance signature	1056.5728485287273	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP009	ALW-II-38-3	CD163;S100A9	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	1029.0547394171365	-0.07820178474011885		EcoNiche module-derived resistance signature	1029.0547394171365	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP008	CX-5461	GNLY;S100A9	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	1002.7887384978784	0.020214526625620545		EcoNiche module-derived resistance signature	1002.9908837641347	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP007	NVP-TAE226	GZMB;S100A9	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	1002.7887384978784	-0.010957523274344152		EcoNiche module-derived resistance signature	1002.7887384978784	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP005	SB590885	CD163;S100A9	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	977.682966243923	-0.07820178474011885		EcoNiche module-derived resistance signature	977.682966243923	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP005	PF-431396	AXL;HLA-B;NKG7;PSMB9;S100A9	LINCS Enrichr signature reversal (downregulate_resistance_up_genes;upregulate_resistance_down_genes; LINCS_L1000_Chem_Pert_down;LINCS_L1000_Chem_Pert_up)	944.540944143555	-0.059904793501697515		EcoNiche module-derived resistance signature	944.540944143555	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP005	trametinib	PSMB9;S100A8;S100A9;TGFB1	LINCS Enrichr signature reversal (downregulate_resistance_up_genes;upregulate_resistance_down_genes; LINCS_L1000_Chem_Pert_down;LINCS_L1000_Chem_Pert_up)	942.7574683183478	-0.02889089917110995		EcoNiche module-derived resistance signature	942.7574683183478	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP007	pazopanib	CD163;S100A9	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	930.6854451805837	-0.07820178474011885	HLA-B:interaction:FDA;PharmGKB	EcoNiche module-derived resistance signature	940.6854451805837	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP009	SYK-inhibitor	CD163;S100A9	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	930.6854451805837	-0.07820178474011885		EcoNiche module-derived resistance signature	930.6854451805837	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP005	LDN-193189	CD3D;HLA-B;PSMB9;ZEB1	LINCS Enrichr signature reversal (upregulate_resistance_down_genes; LINCS_L1000_Chem_Pert_up)	914.7538278781002	0.024602275653682826		EcoNiche module-derived resistance signature	914.999850634637	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP005	enzastaurin	S100A9;TGFB1	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	887.5482208279581	-0.04752033366707151		EcoNiche module-derived resistance signature	887.5482208279581	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP009	GSK-2334470	NKG7;S100A9	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	847.8218659162171	-0.14242531237526165		EcoNiche module-derived resistance signature	847.8218659162171	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP007	BMS-777607	S100A9;TGFB1	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	829.1295407023977	-0.04752033366707151	AXL:inhibitor:INHIBITORY:GuideToPharmacology	EcoNiche module-derived resistance signature	839.1295407023977	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP008	(-)-JQ1	GZMB;PRF1	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	829.1295407023977	0.026461543671502403		EcoNiche module-derived resistance signature	829.3941561391127	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP006;LJP009	BI-2536	HLA-B;PSMB9	LINCS Enrichr signature reversal (upregulate_resistance_down_genes; LINCS_L1000_Chem_Pert_up)	777.6838487944024	-0.01839851720975435		EcoNiche module-derived resistance signature	777.6838487944024	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP006	JW-7-24-1	HLA-B;PSMB9;S100A9;TGFB1	LINCS Enrichr signature reversal (downregulate_resistance_up_genes;upregulate_resistance_down_genes; LINCS_L1000_Chem_Pert_down;LINCS_L1000_Chem_Pert_up)	766.3598195229283	-0.032959425438412925		EcoNiche module-derived resistance signature	766.3598195229283	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP007	OTSSP167	CD3E;HLA-A;HLA-B;PSMB9	LINCS Enrichr signature reversal (upregulate_resistance_down_genes; LINCS_L1000_Chem_Pert_up)	740.3431510192247	0.02144197708267625		EcoNiche module-derived resistance signature	740.5575707900515	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
CPC006	vorinostat	GZMB;TGFB1	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	703.6051178996023	0.01743500841333425		EcoNiche module-derived resistance signature	703.7794679837357	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
CPC006	mln2238	GZMB;TGFB1	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	675.8946680832967	0.01743500841333425		EcoNiche module-derived resistance signature	676.06901816743	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
CPC014	BRD-K83972459	CD163;TGFB1	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	675.8946680832967	-0.04980925305244045		EcoNiche module-derived resistance signature	675.8946680832967	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP007	motesanib	CD163;S100A9	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	663.3215252321327	-0.07820178474011885		EcoNiche module-derived resistance signature	663.3215252321327	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP007	DCC-2036	S100A9;TGFB1	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	663.3215252321327	-0.04752033366707151		EcoNiche module-derived resistance signature	663.3215252321327	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP005	AS-601245	CD3D;GZMB;PRF1;S100A8	LINCS Enrichr signature reversal (downregulate_resistance_up_genes;upregulate_resistance_down_genes; LINCS_L1000_Chem_Pert_down;LINCS_L1000_Chem_Pert_up)	657.3268168597881	0.055407307778485175		EcoNiche module-derived resistance signature	657.880889937573	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP006	fostamatinib	NKG7;PRF1	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	639.36534926789	-0.1050062454294151		EcoNiche module-derived resistance signature	639.36534926789	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP006	GSK-1904529A	PRF1;S100A9	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	627.9545623331182	-0.03849379840890335		EcoNiche module-derived resistance signature	627.9545623331182	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP007	A66	CD163;S100A9	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	627.9545623331182	-0.07820178474011885		EcoNiche module-derived resistance signature	627.9545623331182	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP007	AT7867	GZMB;S100A9	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	606.1729409700409	-0.010957523274344152		EcoNiche module-derived resistance signature	606.1729409700409	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP005	dovitinib	CD3D;S100A8	LINCS Enrichr signature reversal (upregulate_resistance_down_genes; LINCS_L1000_Chem_Pert_up)	593.7115498483283	0.08435307188546795	AXL:interaction:DTC	EcoNiche module-derived resistance signature	604.555080567183	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP006	QL-XII-47	GZMB;S100A8;S100A9;ZEB1	LINCS Enrichr signature reversal (downregulate_resistance_up_genes;upregulate_resistance_down_genes; LINCS_L1000_Chem_Pert_down;LINCS_L1000_Chem_Pert_up)	597.6066270799162	-0.007800560201582501		EcoNiche module-derived resistance signature	597.6066270799162	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP005	WH-4-025	HLA-B;S100A8	LINCS Enrichr signature reversal (upregulate_resistance_down_genes; LINCS_L1000_Chem_Pert_up)	575.708138298268	0.003969353704921149		EcoNiche module-derived resistance signature	575.7478318353171	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
CPC002	beclomethasone dipropionate	CD163;TGFB1	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	566.3522452274439	-0.04980925305244045		EcoNiche module-derived resistance signature	566.3522452274439	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP006	nintedanib	AXL;HLA-B;PSMB9	LINCS Enrichr signature reversal (upregulate_resistance_down_genes; LINCS_L1000_Chem_Pert_up)	563.9559820929466	-0.004891114252654767		EcoNiche module-derived resistance signature	563.9559820929466	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP005	ruxolitinib	HLA-B;PSMB9	LINCS Enrichr signature reversal (upregulate_resistance_down_genes; LINCS_L1000_Chem_Pert_up)	558.6362708435369	-0.01839851720975435		EcoNiche module-derived resistance signature	558.6362708435369	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP005	radicicol	GNLY;GZMB	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	548.1302390811057	0.0851698687060263		EcoNiche module-derived resistance signature	548.981937768166	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP009	JNK-IN-5A	GNLY;NKG7	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	539.40376141366	-0.046297920394891195		EcoNiche module-derived resistance signature	539.40376141366	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
CPC010	itavastatin ca	CD163;TGFB1	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	539.40376141366	-0.04980925305244045		EcoNiche module-derived resistance signature	539.40376141366	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP009	KIN001-265	GZMB;PRF1;S100A9	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	532.5279286720727	-0.007663259337248367		EcoNiche module-derived resistance signature	532.5279286720727	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP005	nilotinib	HLA-A;HLA-B;PSMB9	LINCS Enrichr signature reversal (upregulate_resistance_down_genes; LINCS_L1000_Chem_Pert_up)	493.565058915453	0.043294234247737505		EcoNiche module-derived resistance signature	493.99800125793035	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP005	NU-7441	S100A9;TGFB1	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	484.5243374089621	-0.04752033366707151		EcoNiche module-derived resistance signature	484.5243374089621	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP006	canertinib	NKG7;TGFB1	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	477.4765813516793	-0.11403278068758324		EcoNiche module-derived resistance signature	477.4765813516793	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP005	WZ-3105	HLA-B;PSMB9	LINCS Enrichr signature reversal (upregulate_resistance_down_genes; LINCS_L1000_Chem_Pert_up)	475.0663787936278	-0.01839851720975435		EcoNiche module-derived resistance signature	475.0663787936278	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP006	AZD-7762	HLA-B;S100A8	LINCS Enrichr signature reversal (upregulate_resistance_down_genes; LINCS_L1000_Chem_Pert_up)	448.69594101976713	0.003969353704921149		EcoNiche module-derived resistance signature	448.73563455681636	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP006	PI-103	GZMB;S100A9	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	426.9383319477178	-0.010957523274344152		EcoNiche module-derived resistance signature	426.9383319477178	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP008	(+)-JQ1	GZMB;PRF1	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	415.7481041425479	0.026461543671502403		EcoNiche module-derived resistance signature	416.0127195792629	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP005	pelitinib	S100A9;TGFB1	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	389.8675963773491	-0.04752033366707151		EcoNiche module-derived resistance signature	389.8675963773491	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
CPC014	BRD-A52193669	CD163;TGFB1	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	375.64502004307246	-0.04980925305244045		EcoNiche module-derived resistance signature	375.64502004307246	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
